trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
34,angry,low,high,1,0.805555556,72,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
35,sad,high,low,0.5,0.805555556,72,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
36,angry,low,high,1.5,0.805555556,72,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,1.0
37,sad,high,low,0.5,0.805555556,72,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
38,angry,low,high,1,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
39,sad,low,high,0.5,0.805555556,72,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
40,sad,high,high,1.5,0.805555556,72,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
41,angry,low,low,0.5,0.805555556,72,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,1.0
42,sad,high,low,1,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,1.0
43,angry,low,high,0.5,0.805555556,72,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,1.0
44,sad,high,low,1,0.805555556,72,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,1.0
45,angry,high,low,0.5,0.805555556,72,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,1.0
46,angry,low,low,1.5,0.805555556,72,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,1.0
47,sad,high,high,1,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,1.0
48,angry,low,low,1.5,0.805555556,72,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
49,sad,high,high,1,0.805555556,72,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
50,sad,low,low,1.5,0.805555556,72,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
51,angry,low,high,0.5,0.805555556,72,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,1.0
52,sad,high,low,1,0.805555556,72,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,1.0
53,angry,high,high,0.5,0.805555556,72,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
54,sad,high,high,1.5,0.805555556,72,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,1.0
55,angry,low,low,1,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
56,sad,high,high,1.5,0.805555556,72,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
57,angry,high,low,0.5,0.805555556,72,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,1.0
58,angry,low,high,0.5,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
59,sad,high,high,1,0.805555556,72,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,1.0
60,angry,low,high,0.5,0.805555556,72,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,1.0
61,angry,low,low,1,0.805555556,72,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,1.0
62,angry,low,high,1,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
63,sad,high,low,1.5,0.805555556,72,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
64,angry,low,high,1.5,0.805555556,72,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
65,sad,high,low,1,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,1.0
66,sad,high,high,0.5,0.805555556,72,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,1.0
67,angry,high,low,1.5,0.805555556,72,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,1.0
68,sad,high,high,1,0.805555556,72,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
69,sad,low,low,1,0.805555556,72,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
70,angry,low,high,1.5,0.805555556,72,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,1.0
71,sad,high,low,0.5,0.805555556,72,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
72,angry,low,high,0.5,0.805555556,72,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
73,sad,low,low,1,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,1.0
74,angry,high,high,0.5,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,1.0
75,sad,low,high,1.5,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,1.0
76,sad,low,low,1.5,0.203125,64,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
77,angry,high,low,0.5,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,1.0
78,sad,low,high,0.5,0.203125,64,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
79,sad,low,low,1,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,1.0
80,angry,high,high,1.5,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
81,angry,high,low,0.5,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,1.0
82,sad,low,high,1,0.203125,64,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
83,angry,high,high,0.5,0.203125,64,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,1.0
84,angry,low,low,1.5,0.203125,64,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,1.0
85,sad,low,high,1,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,1.0
86,angry,high,high,0.5,0.203125,64,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
87,sad,low,high,1,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,1.0
88,sad,low,low,1.5,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
89,sad,high,high,0.5,0.203125,64,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,1.0
90,angry,high,low,1,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
91,sad,low,low,0.5,0.203125,64,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,1.0
92,angry,high,high,1.5,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,1.0
93,angry,high,high,1,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,1.0
94,sad,high,low,1.5,0.203125,64,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
95,angry,high,high,0.5,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
96,angry,high,low,1,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,1.0
97,sad,low,high,0.5,0.203125,64,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
98,angry,high,low,1.5,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,1.0
99,sad,low,low,1,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
100,sad,low,high,1.5,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,1.0
101,angry,low,low,1,0.203125,64,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,1.0
102,sad,high,high,1.5,0.203125,64,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,1.0
103,angry,high,low,1,0.203125,64,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,1.0
104,sad,low,high,1.5,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,1.0
105,angry,high,high,1,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,1.0
106,angry,high,high,0.5,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
107,angry,low,low,1.5,0.203125,64,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,1.0
108,sad,low,low,0.5,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,1.0
109,angry,high,high,1.5,0.203125,64,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
110,sad,low,low,1,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,1.0
111,angry,low,high,0.5,0.203125,64,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,1.0
112,sad,high,low,0.5,0.203125,64,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,1.0
113,sad,low,high,1.5,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,1.0
114,angry,high,low,1,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
115,sad,low,high,1.5,0.203125,64,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
116,angry,high,low,1,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,1.0
117,sad,low,high,0.5,0.203125,64,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
118,sad,high,low,1,0.203125,64,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,1.0
119,angry,high,low,1.5,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,1.0
120,angry,high,high,0.5,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
121,angry,low,low,1.5,0.203125,64,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,1.0
122,sad,low,high,1,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,1.0
123,sad,high,low,1.5,0.203125,64,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
124,angry,high,high,1,0.203125,64,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
125,angry,high,high,1.5,0.203125,64,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
126,sad,low,low,0.5,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
127,angry,high,low,1.5,0.203125,64,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,1.0
128,sad,high,high,1,0.203125,64,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,1.0
129,angry,high,low,0.5,0.203125,64,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,1.0
130,angry,low,low,1,0.203125,64,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,1.0
131,sad,low,low,0.5,0.203125,64,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
132,angry,high,high,1.5,0.203125,64,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
133,sad,high,low,0.5,0.203125,64,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
134,angry,low,high,0.5,0.203125,64,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,1.0
135,sad,low,low,1.5,0.203125,64,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,1.0
136,sad,high,high,1,0.203125,64,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,1.0
137,angry,low,high,0.5,0.90625,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
138,sad,high,low,1,0.90625,32,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,1.0
139,angry,low,high,1.5,0.90625,32,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
140,sad,high,low,1.5,0.90625,32,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
141,angry,low,high,1,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,1.0
142,sad,high,low,0.5,0.90625,32,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
143,angry,low,high,1.5,0.90625,32,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
144,angry,low,high,1,0.90625,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
145,sad,high,high,0.5,0.90625,32,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,1.0
146,angry,low,low,1,0.90625,32,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
147,sad,low,low,1.5,0.90625,32,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
148,sad,high,high,0.5,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
149,angry,low,low,1.5,0.90625,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,1.0
150,sad,high,high,1,0.90625,32,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,1.0
151,angry,low,low,1,0.90625,32,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,1.0
152,sad,high,high,0.5,0.90625,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
153,angry,low,low,1,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,1.0
154,sad,high,high,1.5,0.90625,32,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,1.0
155,angry,low,high,0.5,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,1.0
156,sad,high,low,1.5,0.90625,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
157,sad,high,low,1,0.90625,32,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
158,angry,low,high,0.5,0.90625,32,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,1.0
159,sad,high,high,1.5,0.90625,32,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,1.0
160,angry,high,low,1,0.90625,32,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,1.0
161,sad,high,low,1.5,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,1.0
162,sad,high,high,0.5,0.90625,32,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,1.0
163,angry,low,low,0.5,0.90625,32,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
164,sad,high,high,1,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
165,angry,high,low,0.5,0.90625,32,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
166,angry,low,high,0.5,0.90625,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
167,angry,low,low,1.5,0.90625,32,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,1.0
168,sad,high,low,1,0.90625,32,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,1.0
169,sad,low,high,0.5,0.09375,32,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,1.0
170,angry,high,low,1,0.09375,32,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,1.0
171,sad,low,high,1.5,0.09375,32,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,1.0
172,sad,low,low,1,0.09375,32,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
173,angry,high,low,1.5,0.09375,32,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,1.0
174,sad,low,high,0.5,0.09375,32,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
175,angry,low,high,0.5,0.09375,32,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,1.0
176,sad,low,low,1,0.09375,32,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,1.0
177,angry,high,high,0.5,0.09375,32,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
178,sad,low,low,1.5,0.09375,32,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,1.0
179,angry,high,low,1,0.09375,32,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
180,angry,high,high,0.5,0.09375,32,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,1.0
181,sad,high,low,1,0.09375,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,1.0
182,angry,high,high,1.5,0.09375,32,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,1.0
183,sad,low,low,1,0.09375,32,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,1.0
184,sad,low,high,0.5,0.09375,32,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,1.0
185,angry,high,low,1.5,0.09375,32,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,1.0
186,sad,low,low,0.5,0.09375,32,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,1.0
187,sad,low,high,1,0.09375,32,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,1.0
188,angry,high,high,0.5,0.09375,32,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,1.0
189,sad,low,high,1.5,0.09375,32,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,1.0
190,angry,high,low,1,0.09375,32,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,1.0
191,angry,high,high,0.5,0.09375,32,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,1.0
192,sad,low,low,1,0.09375,32,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,1.0
193,angry,high,high,1.5,0.09375,32,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,1.0
194,sad,high,low,1.5,0.09375,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,1.0
195,angry,high,low,1,0.09375,32,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,1.0
196,sad,low,high,0.5,0.09375,32,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,1.0
197,angry,high,low,1,0.09375,32,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,1.0
198,angry,high,high,1.5,0.09375,32,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,1.0
199,sad,low,high,1.5,0.09375,32,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,1.0
200,angry,high,low,0.5,0.09375,32,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,1.0
201,angry,low,high,1.5,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,1.0
202,angry,low,low,1,0.90625,32,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,1.0
203,sad,high,high,1.5,0.90625,32,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,1.0
204,angry,low,low,1.5,0.90625,32,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,1.0
205,sad,high,high,1,0.90625,32,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,1.0
