trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
31,sad,low,low,1,0.1,30,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.8
32,angry,high,high,0.5,0.1,30,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.8
33,sad,low,high,0.5,0.1,30,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.8
34,angry,low,low,1.5,0.1,30,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.8
35,sad,low,low,1,0.1,30,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.8
36,sad,low,high,1.5,0.1,30,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.8
37,angry,high,low,1,0.1,30,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.8
38,sad,low,high,0.5,0.1,30,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.8
39,sad,low,low,1,0.1,30,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.8
40,angry,high,low,1.5,0.1,30,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.8
41,sad,low,low,0.5,0.1,30,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.8
42,angry,high,low,0.5,0.1,30,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.8
43,sad,low,high,1,0.1,30,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.8
44,angry,high,low,0.5,0.1,30,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.8
45,sad,low,high,0.5,0.1,30,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.8
46,sad,high,low,1.5,0.1,30,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.8
47,angry,high,low,1,0.1,30,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.8
48,sad,low,high,1.5,0.1,30,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.8
49,angry,high,high,0.5,0.1,30,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.8
50,sad,low,low,1,0.1,30,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.8
51,sad,low,low,1.5,0.1,30,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,0.8
52,angry,high,high,0.5,0.1,30,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.8
53,sad,low,high,1.5,0.1,30,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.8
54,angry,high,low,1,0.1,30,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.8
55,sad,high,high,0.5,0.1,30,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.8
56,angry,high,low,1,0.1,30,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.8
57,sad,low,high,1,0.1,30,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.8
58,angry,high,low,1.5,0.1,30,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.8
59,sad,low,high,0.5,0.1,30,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.8
60,sad,low,low,1.5,0.1,30,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,0.8
61,angry,high,low,1,0.9,30,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.8
62,sad,high,high,0.5,0.9,30,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.8
63,angry,low,high,1,0.9,30,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.8
64,angry,low,high,1.5,0.9,30,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.8
65,sad,high,low,0.5,0.9,30,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.8
66,angry,low,high,1,0.9,30,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.8
67,sad,high,low,1.5,0.9,30,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.8
68,angry,high,high,1.5,0.9,30,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.8
69,sad,high,low,1,0.9,30,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.8
70,angry,low,high,0.5,0.9,30,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.8
71,sad,high,high,1,0.9,30,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.8
72,angry,high,low,1.5,0.9,30,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.8
73,sad,high,low,0.5,0.9,30,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.8
74,angry,low,high,1.5,0.9,30,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.8
75,angry,low,high,1,0.9,30,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.8
76,sad,high,low,1.5,0.9,30,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.8
77,sad,high,high,1,0.9,30,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.8
78,angry,low,low,1.5,0.9,30,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.8
79,angry,low,high,0.5,0.9,30,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.8
80,angry,low,low,1.5,0.9,30,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.8
81,sad,high,low,1,0.9,30,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.8
82,sad,low,high,0.5,0.9,30,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.8
83,angry,low,low,1,0.9,30,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.8
84,sad,high,high,1.5,0.9,30,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.8
85,angry,low,low,1,0.9,30,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.8
86,sad,high,high,1.5,0.9,30,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.8
87,sad,high,low,0.5,0.9,30,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.8
88,angry,low,high,0.5,0.9,30,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.8
89,sad,high,low,1,0.9,30,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.8
90,angry,low,high,1.5,0.9,30,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.8
91,sad,low,low,0.5,0.2,10,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.8
92,angry,high,low,1.5,0.2,10,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.8
93,angry,high,high,0.5,0.2,10,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.8
94,angry,low,high,1,0.2,10,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,0.8
95,sad,low,high,1.5,0.2,10,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.8
96,angry,high,low,1,0.2,10,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.8
97,sad,high,high,1.5,0.2,10,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.8
98,angry,high,low,1,0.2,10,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.8
99,sad,low,high,1.5,0.2,10,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.8
100,sad,low,low,1,0.2,10,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.8
